Brand,Items,Subcategories,Indicator,Score,Mentions,CoreIndicator,Polarization,Reason,Evaluated_At
植村秀,全新抹茶精萃潔顏油,卸妝油,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美水漾潔顏油,卸妝油,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美水漾潔顏油,卸妝油,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美水漾潔顏油,卸妝油,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美水漾潔顏油,卸妝油,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美水漾潔顏油,卸妝油,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美水漾潔顏油,卸妝油,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,超奇肌清爽花瓣淨妝油,卸妝油,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,超奇肌清爽花瓣淨妝油,卸妝油,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,超奇肌清爽花瓣淨妝油,卸妝油,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,超奇肌清爽花瓣淨妝油,卸妝油,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,超奇肌清爽花瓣淨妝油,卸妝油,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,超奇肌清爽花瓣淨妝油,卸妝油,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩卸妝油,卸妝油,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩卸妝油,卸妝油,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩卸妝油,卸妝油,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩卸妝油,卸妝油,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩卸妝油,卸妝油,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩卸妝油,卸妝油,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒深海精萃卸妝油,卸妝油,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒深海精萃卸妝油,卸妝油,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒深海精萃卸妝油,卸妝油,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒深海精萃卸妝油,卸妝油,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒深海精萃卸妝油,卸妝油,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒深海精萃卸妝油,卸妝油,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
蘭蔻,溫和卸妝乳,卸妝油,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
蘭蔻,溫和卸妝乳,卸妝油,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
蘭蔻,溫和卸妝乳,卸妝油,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
蘭蔻,溫和卸妝乳,卸妝油,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
蘭蔻,溫和卸妝乳,卸妝油,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
蘭蔻,溫和卸妝乳,卸妝油,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,超輕水感茉莉淨妝油,卸妝油,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,超輕水感茉莉淨妝油,卸妝油,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,超輕水感茉莉淨妝油,卸妝油,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,超輕水感茉莉淨妝油,卸妝油,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,超輕水感茉莉淨妝油,卸妝油,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,超輕水感茉莉淨妝油,卸妝油,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
植村秀,全能奇蹟金萃潔顏霜,卸妝膏,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
植村秀,全能奇蹟金萃潔顏霜,卸妝膏,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
植村秀,全能奇蹟金萃潔顏霜,卸妝膏,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
植村秀,全能奇蹟金萃潔顏霜,卸妝膏,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
植村秀,全能奇蹟金萃潔顏霜,卸妝膏,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
植村秀,全能奇蹟金萃潔顏霜,卸妝膏,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
植村秀,全能奇蹟金萃潔顏霜,卸妝膏,挖勺便利性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
YSL,金緻奢華賦活卸妝精萃,卸妝膏,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
YSL,金緻奢華賦活卸妝精萃,卸妝膏,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
YSL,金緻奢華賦活卸妝精萃,卸妝膏,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
YSL,金緻奢華賦活卸妝精萃,卸妝膏,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
YSL,金緻奢華賦活卸妝精萃,卸妝膏,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
YSL,金緻奢華賦活卸妝精萃,卸妝膏,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
YSL,金緻奢華賦活卸妝精萃,卸妝膏,挖勺便利性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,DIOR精萃再生玫瑰卸妝霜,卸妝膏,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,DIOR精萃再生玫瑰卸妝霜,卸妝膏,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,DIOR精萃再生玫瑰卸妝霜,卸妝膏,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,DIOR精萃再生玫瑰卸妝霜,卸妝膏,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,DIOR精萃再生玫瑰卸妝霜,卸妝膏,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,DIOR精萃再生玫瑰卸妝霜,卸妝膏,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,DIOR精萃再生玫瑰卸妝霜,卸妝膏,挖勺便利性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
MAKE UP FOREVER,三效完美冷霜,卸妝膏,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
MAKE UP FOREVER,三效完美冷霜,卸妝膏,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
MAKE UP FOREVER,三效完美冷霜,卸妝膏,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
MAKE UP FOREVER,三效完美冷霜,卸妝膏,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
MAKE UP FOREVER,三效完美冷霜,卸妝膏,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
MAKE UP FOREVER,三效完美冷霜,卸妝膏,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
MAKE UP FOREVER,三效完美冷霜,卸妝膏,挖勺便利性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
雅詩蘭黛,Advanced Night 特潤超導三效卸妝精萃膏,卸妝膏,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
雅詩蘭黛,Advanced Night 特潤超導三效卸妝精萃膏,卸妝膏,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
雅詩蘭黛,Advanced Night 特潤超導三效卸妝精萃膏,卸妝膏,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
雅詩蘭黛,Advanced Night 特潤超導三效卸妝精萃膏,卸妝膏,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
雅詩蘭黛,Advanced Night 特潤超導三效卸妝精萃膏,卸妝膏,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
雅詩蘭黛,Advanced Night 特潤超導三效卸妝精萃膏,卸妝膏,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
雅詩蘭黛,Advanced Night 特潤超導三效卸妝精萃膏,卸妝膏,挖勺便利性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,晶鑽桂馥潔膚霜,卸妝膏,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,晶鑽桂馥潔膚霜,卸妝膏,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,晶鑽桂馥潔膚霜,卸妝膏,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,晶鑽桂馥潔膚霜,卸妝膏,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,晶鑽桂馥潔膚霜,卸妝膏,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,晶鑽桂馥潔膚霜,卸妝膏,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,晶鑽桂馥潔膚霜,卸妝膏,挖勺便利性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美水漾卸妝水,卸妝水,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美水漾卸妝水,卸妝水,清爽度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美水漾卸妝水,卸妝水,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美水漾卸妝水,卸妝水,低摩擦度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美水漾卸妝水,卸妝水,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美水漾卸妝水,卸妝水,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美水漾卸妝水,卸妝水,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美水漾卸妝水,卸妝水,保濕度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩卸妝水,卸妝水,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩卸妝水,卸妝水,清爽度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩卸妝水,卸妝水,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩卸妝水,卸妝水,低摩擦度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩卸妝水,卸妝水,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩卸妝水,卸妝水,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩卸妝水,卸妝水,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩卸妝水,卸妝水,保濕度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒深海精萃卸妝水,卸妝水,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒深海精萃卸妝水,卸妝水,清爽度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒深海精萃卸妝水,卸妝水,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒深海精萃卸妝水,卸妝水,低摩擦度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒深海精萃卸妝水,卸妝水,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒深海精萃卸妝水,卸妝水,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒深海精萃卸妝水,卸妝水,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒深海精萃卸妝水,卸妝水,保濕度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,瞬間雙效卸妝液,卸妝水,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,瞬間雙效卸妝液,卸妝水,清爽度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,瞬間雙效卸妝液,卸妝水,毛孔清潔度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,瞬間雙效卸妝液,卸妝水,低摩擦度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,瞬間雙效卸妝液,卸妝水,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,瞬間雙效卸妝液,卸妝水,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,瞬間雙效卸妝液,卸妝水,致痘風險,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
Bobbi Brown,瞬間雙效卸妝液,卸妝水,保濕度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,清爽眼唇淨妝露,眼唇卸妝液,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,清爽眼唇淨妝露,眼唇卸妝液,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,清爽眼唇淨妝露,眼唇卸妝液,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,清爽眼唇淨妝露,眼唇卸妝液,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,清爽眼唇淨妝露,眼唇卸妝液,低摩擦度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩眼唇卸妝液,眼唇卸妝液,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩眼唇卸妝液,眼唇卸妝液,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩眼唇卸妝液,眼唇卸妝液,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩眼唇卸妝液,眼唇卸妝液,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧極淨舒緩眼唇卸妝液,眼唇卸妝液,低摩擦度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒溫和雙效眼部卸妝液,眼唇卸妝液,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒溫和雙效眼部卸妝液,眼唇卸妝液,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒溫和雙效眼部卸妝液,眼唇卸妝液,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒溫和雙效眼部卸妝液,眼唇卸妝液,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒溫和雙效眼部卸妝液,眼唇卸妝液,低摩擦度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
MAKE UP FOREVER,完美舒緩眼唇卸妝乳,眼唇卸妝液,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
MAKE UP FOREVER,完美舒緩眼唇卸妝乳,眼唇卸妝液,乳化速度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
MAKE UP FOREVER,完美舒緩眼唇卸妝乳,眼唇卸妝液,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
MAKE UP FOREVER,完美舒緩眼唇卸妝乳,眼唇卸妝液,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
MAKE UP FOREVER,完美舒緩眼唇卸妝乳,眼唇卸妝液,低摩擦度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美淨嫩卸妝布,卸妝棉,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美淨嫩卸妝布,卸妝棉,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美淨嫩卸妝布,卸妝棉,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美淨嫩卸妝布,卸妝棉,低摩擦度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美淨嫩卸妝布,卸妝棉,棉片材質親膚度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,完美淨嫩卸妝布,卸妝棉,包裝密封設計,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,舒緩保濕潔膚膜,卸妝棉,卸妝力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,舒緩保濕潔膚膜,卸妝棉,殘妝溶解力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,舒緩保濕潔膚膜,卸妝棉,溫和不熏眼,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,舒緩保濕潔膚膜,卸妝棉,低摩擦度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,舒緩保濕潔膚膜,卸妝棉,棉片材質親膚度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
M.A.C,舒緩保濕潔膚膜,卸妝棉,包裝密封設計,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
植村秀,全能奇蹟金萃精華水,化妝水,吸收滲透力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
植村秀,全能奇蹟金萃精華水,化妝水,保濕鎖水度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
植村秀,全能奇蹟金萃精華水,化妝水,清爽度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
植村秀,全能奇蹟金萃精華水,化妝水,膚況穩定度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
植村秀,全能奇蹟金萃精華水,化妝水,成分安全性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
植村秀,全能奇蹟金萃精華水,化妝水,功效顯著度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,激抗痕亮采緊緻露,化妝水,吸收滲透力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,激抗痕亮采緊緻露,化妝水,保濕鎖水度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,激抗痕亮采緊緻露,化妝水,清爽度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,激抗痕亮采緊緻露,化妝水,膚況穩定度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,激抗痕亮采緊緻露,化妝水,成分安全性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
資生堂,激抗痕亮采緊緻露,化妝水,功效顯著度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
YSL,極效活萃細緻柔膚露,化妝水,吸收滲透力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
YSL,極效活萃細緻柔膚露,化妝水,保濕鎖水度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
YSL,極效活萃細緻柔膚露,化妝水,清爽度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
YSL,極效活萃細緻柔膚露,化妝水,膚況穩定度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
YSL,極效活萃細緻柔膚露,化妝水,成分安全性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
YSL,極效活萃細緻柔膚露,化妝水,功效顯著度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧精萃再生微導凝露,化妝水,吸收滲透力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧精萃再生微導凝露,化妝水,保濕鎖水度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧精萃再生微導凝露,化妝水,清爽度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧精萃再生微導凝露,化妝水,膚況穩定度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧精萃再生微導凝露,化妝水,成分安全性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
DIOR,迪奧精萃再生微導凝露,化妝水,功效顯著度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒山茶花保濕微滴精萃再生露,化妝水,吸收滲透力,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒山茶花保濕微滴精萃再生露,化妝水,保濕鎖水度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒山茶花保濕微滴精萃再生露,化妝水,清爽度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒山茶花保濕微滴精萃再生露,化妝水,膚況穩定度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒山茶花保濕微滴精萃再生露,化妝水,成分安全性,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
CHANEL,香奈兒山茶花保濕微滴精萃再生露,化妝水,功效顯著度,,0,True,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:25:14
雅詩蘭黛,Micro Essence 微分子肌底原生露,化妝水,吸收滲透力,,0,False,False,資料不足，評論中未提及此指標,2026-07-03 16:25:14
雅詩蘭黛,Micro Essence 微分子肌底原生露,化妝水,保濕鎖水度,,0,True,False,資料不足，評論中未提及此指標,2026-07-03 16:25:14
雅詩蘭黛,Micro Essence 微分子肌底原生露,化妝水,清爽度,,0,False,False,資料不足，評論中未提及此指標,2026-07-03 16:25:14
雅詩蘭黛,Micro Essence 微分子肌底原生露,化妝水,膚況穩定度,,0,True,False,資料不足，評論中未提及此指標,2026-07-03 16:25:14
雅詩蘭黛,Micro Essence 微分子肌底原生露,化妝水,成分安全性,,0,False,False,資料不足，評論中未提及此指標,2026-07-03 16:25:14
雅詩蘭黛,Micro Essence 微分子肌底原生露,化妝水,功效顯著度,,0,True,False,資料不足，評論中未提及此指標,2026-07-03 16:25:14
蘭蔻,超極光活粹晶露,化妝水,吸收滲透力,,0,False,False,資料不足，評論中未提及此指標,2026-07-03 16:25:42
蘭蔻,超極光活粹晶露,化妝水,保濕鎖水度,,0,True,False,資料不足，評論中未提及此指標,2026-07-03 16:25:42
蘭蔻,超極光活粹晶露,化妝水,清爽度,,0,False,False,資料不足，評論中未提及此指標,2026-07-03 16:25:42
蘭蔻,超極光活粹晶露,化妝水,膚況穩定度,,0,True,False,資料不足，評論中未提及此指標,2026-07-03 16:25:42
蘭蔻,超極光活粹晶露,化妝水,成分安全性,,0,False,False,資料不足，評論中未提及此指標,2026-07-03 16:25:42
蘭蔻,超極光活粹晶露,化妝水,功效顯著度,,0,True,False,資料不足，評論中未提及此指標,2026-07-03 16:25:42
Bobbi Brown,高保濕化妝水,化妝水,吸收滲透力,,0,False,False,資料不足，評論中未提及此指標,2026-07-03 16:26:18
Bobbi Brown,高保濕化妝水,化妝水,保濕鎖水度,4.33,2,True,False,⚠️ 樣本僅 2 則且評論分歧，參考性有限,2026-07-03 16:26:18
Bobbi Brown,高保濕化妝水,化妝水,清爽度,,0,False,False,資料不足，評論中未提及此指標,2026-07-03 16:26:18
Bobbi Brown,高保濕化妝水,化妝水,膚況穩定度,4.0,1,True,False,核心指標 ×1.3,2026-07-03 16:26:18
